metric,difference_definition,paired_cases,mean_difference,bootstrap_95_ci_low,bootstrap_95_ci_high
deletion_auc,grad_cam_minus_integrated_gradients,240,0.027521689321535335,0.019274787954054774,0.036246370842660934
insertion_auc,grad_cam_minus_integrated_gradients,240,0.15005947721656412,0.1281287465506466,0.17367358729088056
faithfulness_gap,grad_cam_minus_integrated_gradients,240,0.1225377878950288,0.10254035386470302,0.1435424439938894
stability_spearman,grad_cam_minus_integrated_gradients,240,-0.02872415518490706,-0.05735477838636724,-0.00407258987624524
lung_roi_concentration,grad_cam_minus_integrated_gradients,240,0.05459230002887328,0.02975967435358531,0.07940550090605047
lung_roi_enrichment,grad_cam_minus_integrated_gradients,240,0.2560430761905491,0.1513020786195967,0.36684825661858717
